"codice_ipa","denominazione","codice_fiscale","mail","mail_pec","codice_tipologia","codice_localizzazione"
"istsc_bgis00600x","ISTRUZIONE SECONDARIA SUPERIORE - 'GIAMBATTISTA RUBINI'","83002200166","bgis00600x@pec.istruzione.it",t,"L33",5882
"istsc_bgis00700q","ISTRUZIONE SECONDARIA SUPERIORE - ISTITUTO SUPERIORE 'IVAN PIANA'","81003120169","bgis00700q@pec.istruzione.it",t,"L33",3651
"istsc_bgis00800g","ISTRUZIONE SECONDARIA SUPERIORE - 'MAIRONI DA PONTE'","82003770169","bgis00800g@pec.istruzione.it",t,"L33",5524
"istsc_bgis00900b","ISTRUZIONE SECONDARIA SUPERIORE - 'OSCAR ARNULFO ROMERO'","95002390169","bgis00900b@pec.istruzione.it",t,"L33",130
"istsc_bgis01100b","ISTRUZIONE SECONDARIA SUPERIORE - 'LUIGI EINAUDI'","95002070167","bgis01100b@pec.istruzione.it",t,"L33",2507
"istsc_bgis013003","ISTRUZIONE SECONDARIA SUPERIORE - 'DAVID MARIA TUROLDO'","94001810160","bgis013003@pec.istruzione.it",t,"L33",8030
"istsc_bgis01400v","ISTRUZIONE SECONDARIA SUPERIORE - 'LORENZO LOTTO'","95021050166","bgis01400v@pec.istruzione.it",t,"L33",7387
"istsc_bgis01600e","ISTRUZIONE SECONDARIA SUPERIORE - 'VALLE SERIANA'","90002500164","bgis01600e@pec.istruzione.it",t,"L33",3059
"istsc_bgis01700a","ISTRUZIONE SECONDARIA SUPERIORE - 'ETTORE MAJORANA'","95028420164","bgis01700a@pec.istruzione.it",t,"L33",6767
"istsc_bgis021002","ISTRUZIONE SECONDARIA SUPERIORE - 'CESARE PESENTI'","80028000166","bgis021002@pec.istruzione.it",t,"L33",639
"istsc_bgis02300n","ISTRUZIONE SECONDARIA SUPERIORE - 'SERAFINO RIVA'","95139110167","bgis02300n@pec.istruzione.it",t,"L33",6613
"istsc_bgis02400d","ISTRUZIONE SECONDARIA SUPERIORE - 'LORENZO FEDERICI'","95139130165","bgis02400d@pec.istruzione.it",t,"L33",7387
"istsc_bgis026005","ISTRUZIONE SECONDARIA SUPERIORE - 'MARIAGRAZIA MAMOLI'","95165290164","bgis026005@pec.istruzione.it",t,"L33",639
"istsc_bgis027001","ISTITUTO SUPERIORE - GAETANO CANTONI","84002470163","bgis027001@pec.istruzione.it",t,"L33",7396
"istsc_bgis02900l","ISTRUZIONE SECONDARIA SUPERIORE - 'CATERINA CANIANA'","80028350165","bgis02900l@pec.istruzione.it",t,"L33",639
"istsc_bgis03100l","ISTRUZIONE SECONDARIA SUPERIORE - DI BERGAMO","95010110161","bgis03100l@pec.istruzione.it",t,"L33",639
"istsc_bgis03200c","ISTRUZIONE SECONDARIA SUPERIORE - I.S.I.S.'GIULIO NATTA'","80031940168","bgis03200c@pec.istruzione.it",t,"L33",639
"istsc_bgis033008","ISTRUZIONE SECONDARIA SUPERIORE - 'ZENALE E BUTINONE'","84003610163","bgis033008@pec.istruzione.it",t,"L33",7396
"istsc_bgis034004","ISTRUZIONE SECONDARIA SUPERIORE - 'DON LORENZO MILANI'","92015000166","bgis034004@pec.istruzione.it",t,"L33",5882
"istsc_bgpc02000c","LICEO CLASSICO - 'PAOLO SARPI'","80028230169","bgpc02000c@pec.istruzione.it",t,"L33",639
"istsc_bgpm010002","ISTITUTO MAGISTRALE - 'P. SECCO SUARDO'","80029600162","bgpm010002@pec.istruzione.it",t,"L33",639
"istsc_bgpm02000l","ISTITUTO MAGISTRALE - 'GIOVANNI FALCONE'","95024550162","bgpm02000l@pec.istruzione.it",t,"L33",639
"istsc_bgps04000r","LICEO SCIENTIFICO - 'GALILEO GALILEI'","93000700166","bgps04000r@pec.istruzione.it",t,"L33",1336
"istsc_bgps05000b","LICEO SCIENTIFICO - 'LORENZO MASCHERONI'","95010190163","bgps05000b@pec.istruzione.it",t,"L33",639
"istsc_bgrh01000p","Istituto Professionale di Stato Per I Servizi Alberghieri Della Ristorazione","85002190164","bgrh01000p@pec.istruzione.it",t,"L33",6323
"istsc_bgrh020009","ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - 'ALFREDO SONZOGNI'","95139240162","bgrh020009@pec.istruzione.it",t,"L33",4568
"istsc_bgsl01000t","LICEO ARTISTICO - ' GIACOMO E PIO MANZU' '","80031210166","bgsl01000t@pec.istruzione.it",t,"L33",639
"istsc_bgtd030002","ISTITUTO TECNICO COMMERCIALE - 'VITTORIO EMANUELE II'","80027810169","bgtd030002@pec.istruzione.it",t,"L33",639
"istsc_bgtd06000t","ISTITUTO TECNICO COMMERCIALE - 'BORTOLO BELOTTI'","80034920167","bgtd06000t@pec.istruzione.it",t,"L33",639
"istsc_bgtf010003","ISTITUTO TECNICO INDUSTRIALE - PIETRO PALEOCAPA","80025490162","bgtf010003@pec.istruzione.it",t,"L33",639
"istsc_biic801009","ISTITUTO COMPRENSIVO - IC CAVAGLIA'","81065810020","biic801009@pec.istruzione.it",t,"L33",1832
"istsc_biic802005","ISTITUTO COMPRENSIVO - ISTITUTO COMPRENSIVO DI PRAY","82003010020","biic802005@pec.istruzione.it",t,"L33",5499
"istsc_biic80500l","ISTITUTO COMPRENSIVO - IC VALLE MOSSO","83002450027","biic80500l@pec.istruzione.it",t,"L33",7569
"istsc_biic80600c","Istituto Comprensivo Cesare Pavese Candelo Sandigliano","90043530022","biic80600c@pec.istruzione.it",t,"L33",6419
"istsc_biic807008","ISTITUTO COMPRENSIVO - IC GAGLIANICO","81065680027","biic807008@pec.istruzione.it",t,"L33",2972
"istsc_biic808004","ISTITUTO COMPRENSIVO - IC MONGRANDO","81065760027","biic808004@pec.istruzione.it",t,"L33",4170
"istsc_biic80900x","ISTITUTO COMPRENSIVO - IC OCCHIEPPO 'E. SCHIAPARELLI'","81065840027","biic80900x@pec.istruzione.it",t,"L33",4673
"istsc_biic81200q","ISTITUTO COMPRENSIVO - IC BRUSNENGO","83002390025","biic81200q@pec.istruzione.it",t,"L33",955
"istsc_biic81300g","ISTITUTO COMPRENSIVO - BIELLA III","90061120029","biic81300g@pec.istruzione.it",t,"L33",687
"istsc_biic81400b","ISTITUTO COMPRENSIVO - BIELLA II","90061110020","biic81400b@pec.istruzione.it",t,"L33",687
"istsc_biic815007","Istituto Comprensivo","90061100021","biic815007@pec.istruzione.it",t,"L33",687
"istsc_biis00100d","ISTRUZIONE SECONDARIA SUPERIORE - G. Q. SELLA","90021210027","biis00100d@pec.istruzione.it",t,"L33",687
"istsc_biis00600l","ISTITUTO SUPERIORE - E. BONA - ITC","81065320020","biis00600l@pec.istruzione.it",t,"L33",687
"istsc_bips01000n","LICEO SCIENTIFICO - A. AVOGADRO - LICEO SCIENTIFICO","81065740029","bips01000n@pec.istruzione.it",t,"L33",687
"istsc_bitf01000q","ISTITUTO TECNICO INDUSTRIALE - Q. SELLA - ITI","81024080020","bitf01000q@pec.istruzione.it",t,"L33",687
"istsc_blic807006","ISTITUTO COMPRENSIVO - IC 'DANTE ALIGHIERI' CESIOMAGG","91009840256","blic807006@pec.istruzione.it",t,"L33",2004
"istsc_blic814009","ISTITUTO COMPRENSIVO - I.C.S. 'F.BERTON' PEDAVENA","82001870250","blic814009@pec.istruzione.it",t,"L33",5005
"istsc_blic815005","ISTITUTO COMPRENSIVO - IC 'MONS. F. FIORENZA' LAMON","82002030250","blic815005@pec.istruzione.it",t,"L33",3443
"istsc_BLIC816001","ISTITUTO COMPRENSIVO - TRICHIANA","80004600252","BLIC816001@pec.istruzione.it",t,"L33",7415
"istsc_BLIC81800L","ISTITUTO COMPRENSIVO - CORTINA D'AMPEZZO","81002110252","BLIC81800L@pec.istruzione.it",t,"L33",2376
"istsc_caic861004","ISTITUTO COMPRENSIVO - LUNAMATRONA","91014920929","caic861004@pec.istruzione.it",t,"L33",3678
"istsc_blic81900c","ISTITUTO COMPRENSIVO - GIANNI RODARI' SANTA GIUSTINA","82003030259","blic81900c@pec.istruzione.it",t,"L33",6530
"istsc_blic82000l","ISTITUTO COMPRENSIVO - IC FONZASO","82004130256","blic82000l@pec.istruzione.it",t,"L33",2845
"istsc_blic82600g","ISTITUTO COMPRENSIVO - CENCENIGHE AGORDINO","80004120251","blic82600g@pec.istruzione.it",t,"L33",1903
"istsc_blic828007","ISTITUTO COMPRENSIVO - 'A. PERTILE' AGORDO","93043800254","blic828007@pec.istruzione.it",t,"L33",69
"istsc_blis00100b","ISTRUZIONE SECONDARIA SUPERIORE - ENRICO FERMI","92001470258","blis00100b@pec.istruzione.it",t,"L33",5193
"istsc_blis003003","Istituto Omnicomprensivo","81002530251","blis003003@pec.istruzione.it",t,"L33",2376
"istsc_blis00400v","ISTRUZIONE SECONDARIA SUPERIORE - POLO DI FELTRE","82000990257","blis00400v@pec.istruzione.it",t,"L33",2720
"istsc_blis00600e","ISTRUZIONE SECONDARIA SUPERIORE - ISTITUTO ISTRUZIONE SUPERIORE FOLLADOR","80004960250","blis00600e@pec.istruzione.it",t,"L33",69
"istsc_blis00700a","ISTRUZIONE SECONDARIA SUPERIORE - 'G.GALILEI'","93043790257","blis00700a@pec.istruzione.it",t,"L33",607
"istsc_blis008006","ISTRUZIONE SECONDARIA SUPERIORE - 'L. NEGRELLI - E. FORCELLINI'","82001270253","blis008006@pec.istruzione.it",t,"L33",2720
"istsc_blis009002","ISTRUZIONE SECONDARIA SUPERIORE - 'ANTONIO DELLA LUCIA'","00590020251","blis009002@pec.istruzione.it",t,"L33",2720
"istsc_BLIS01200T","ISTITUTO SUPERIORE - T.CATULLO","80005250255","blis01200t@pec.istruzione.it",t,"L33",607
"istsc_blps020006","LICEO SCIENTIFICO - GIORGIO DAL PIAZ","82005420250","blps020006@pec.istruzione.it",t,"L33",2720
"istsc_bltd020002","ISTITUTO TECNICO COMMERCIALE - 'P. F. CALVI'","80004230258","bltd020002@pec.istruzione.it",t,"L33",607
"istsc_bnic804009","ISTITUTO COMPRENSIVO - I.C. PONTELANDOLFO","80006670626","bnic804009@pec.istruzione.it",t,"L33",5375
"istsc_bnic812008","Istituto Comprensivo Settembrini","80003920628","bnic812008@pec.istruzione.it",t,"L33",6232
"istsc_bnic81400x","ISTITUTO COMPRENSIVO - I.C. KENNEDY CUSANO MUTRI","90003380624","bnic81400x@pec.istruzione.it",t,"L33",2496
"istsc_bnic81700b","ISTITUTO COMPRENSIVO - IC 'E.FALCETTI' APICE","92028910625","bnic81700b@pec.istruzione.it",t,"L33",268
"istsc_bnic819003","ISTITUTO COMPRENSIVO - IC 'DE FILIPPO' MORCONE","92029070627","bnic819003@pec.istruzione.it",t,"L33",4454
"istsc_BNIC827002","ISTITUTO COMPRENSIVO - IC N. 2 S.AGATA DEI G.","92029000624","BNIC827002@pec.istruzione.it",t,"L33",6435
"istsc_bnic82900n","ISTITUTO COMPRENSIVO - IC TELESE","81002190627","bnic82900n@pec.istruzione.it",t,"L33",7143
"istsc_bnic83700l","Istituto Comprensivo L. da Vinci Dugenta","92029920623","bnic83700l@pec.istruzione.it",t,"L33",2603
"istsc_bnic839008","ISTITUTO COMPRENSIVO - IC N.1 'A. ORIANI' S.AGATA","92029030621","bnic839008@pec.istruzione.it",t,"L33",6435
"istsc_bnic842004","ISTITUTO COMPRENSIVO - SC 'VANVITELLI' AIROLA","92028950621","bnic842004@pec.istruzione.it",t,"L33",89
"istsc_bnic84300x","ISTITUTO COMPRENSIVO - I.C. 'G. MOSCATI' BENEVENTO","92051360623","bnic84300x@pec.istruzione.it",t,"L33",629
"istsc_bnic84400q","ISTITUTO COMPRENSIVO - I.C. 'G.B.LUCARELLI' BENEVENTO","80001160623","bnic84400q@pec.istruzione.it",t,"L33",629
"istsc_bnic84500g","ISTITUTO COMPRENSIVO - 'F. TORRE' BENEVENTO","92051330626","bnic84500g@pec.istruzione.it",t,"L33",629
"istsc_bnic84600b","ISTITUTO COMPRENSIVO - I.C. 'A. DE BLASIO' GUARDIA S.","81002140622","bnic84600b@pec.istruzione.it",t,"L33",3296
"istsc_bnic848003","ISTITUTO COMPRENSIVO - I.C. O. FRAGNITO S. GIORGIO M.","92021930620","bnic848003@pec.istruzione.it",t,"L33",6184
"istsc_bnic84900v","ISTITUTO COMPRENSIVO - I.C. PONTE","92029060628","bnic84900v@pec.istruzione.it",t,"L33",5354
"istsc_bnic850003","ISTITUTO COMPRENSIVO - I.C. VITULANO","92029130629","bnic850003@pec.istruzione.it",t,"L33",7958
"istsc_bnic85200p","ISTITUTO COMPRENSIVO - I.C. 'A. MANZONI' AMOROSI","92057590629","bnic85200p@pec.istruzione.it",t,"L33",218
"istsc_bnic85700t","ISTITUTO COMPRENSIVO STATALE RITA LEVI MONTALCINI","92057580620","bnic85700t@pec.istruzione.it",t,"L33",6174
"istsc_bnic85800n","ISTITUTO COMPRENSIVO - I.C. 'SAN FILIPPO' BENEVENTO","80004760627","bnic85800n@pec.istruzione.it",t,"L33",629
"istsc_bnic86000n","ISTITUTO COMPRENSIVO - I.C. 'S. ANGELO A SASSO' BN","92057610625","bnic86000n@pec.istruzione.it",t,"L33",629
"istsc_bnic86100d","ISTITUTO COMPRENSIVO - I.C. 'PASCOLI' BENEVENTO","80004240620","bnic86100d@pec.istruzione.it",t,"L33",629
"istsc_bnis00300n","ISTRUZIONE SECONDARIA SUPERIORE - 'FERMI' MONTESARCHIO","80000020620","bnis00300n@pec.istruzione.it",t,"L33",4393
"istsc_bnis00400d","ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'E. MEDI' SAN BARTOLOMEO IN GALDO","91000140623","bnis00400d@pec.istruzione.it",t,"L33",6072
"istsc_bnis01100l","ISTRUZIONE SECONDARIA SUPERIORE - 'VIRGILIO' SAN GIORGIO DEL SANNIO","80001860628","bnis01100l@pec.istruzione.it",t,"L33",6174
"istsc_bnis01200c","I.I.S. Don Peppino Diana","92029100622","bnis01200c@pec.istruzione.it",t,"L33",4454
"istsc_bnis013008","ISTRUZIONE SECONDARIA SUPERIORE - A.M.DE' LIGUORI ITCG S.AGATA","80000480626","bnis013008@pec.istruzione.it",t,"L33",6435
"istsc_bnis014004","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. 'G. ALBERTI' BN","80000840621","bnis014004@pec.istruzione.it",t,"L33",629
"istsc_bnis01600q","ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'G. GALILEI' - 'M. VETRONE'","92048450628","bnis01600q@pec.istruzione.it",t,"L33",629
"istsc_bnis022003","ISTRUZIONE SECONDARIA SUPERIORE - I.S. 'M. CARAFA' - 'N. GIUSTINIANI'","92048810623","bnis022003@pec.istruzione.it",t,"L33",1962
"istsc_bris00200n","I.I.S. Marzolla Simone Durano","80006060745","bris00200n@pec.istruzione.it",t,"L33",917
"istsc_bnpc02000n","LICEO CLASSICO - PIETRO GIANNONE LIC.CL. BN","80001450628","bnpc02000n@pec.istruzione.it",t,"L33",629
"istsc_bnpm02000t","ISTITUTO MAGISTRALE - IM G.GUACCI BENEVENTO","80004270627","bnpm02000t@pec.istruzione.it",t,"L33",629
"istsc_bnrh030005","IST PROF PER I SERVIZI ALBERGHIERI E RIS - IPSAR 'LE STREGHE' BENEVENTO","92018460623","bnrh030005@pec.istruzione.it",t,"L33",629
"istsc_bntf010008","ISTITUTO TECNICO INDUSTRIALE - G.B.B.LUCARELLI ITIS BN","80002110627","segreteria@pec.itilucarelli.gov.it",t,"L33",629
"istsc_bnvc01000a","Convitto Nazionale P. Giannone - Benevento","80002810622","bnvc01000a@pec.istruzione.it",t,"L33",629
"istsc_boee017006","DIREZIONE DIDATTICA - D.D. N. 5 DI BOLOGNA","80073630370","boee017006@pec.istruzione.it",t,"L33",740
"istsc_boee05600r","DIREZIONE DIDATTICA - D.D. DI BUDRIO","80073830376","boee05600r@pec.istruzione.it",t,"L33",970
"istsc_boee068003","DIREZIONE DIDATTICA - D.D. DI CASTEL MAGGIORE","80074330376","boee068003@pec.istruzione.it",t,"L33",1605
"istsc_boee07200p","DIREZIONE DIDATTICA - D.D. DI CASTEL SAN PIETRO TERME","82003710371","boee07200p@pec.istruzione.it",t,"L33",1616
"istsc_boee14700v","DIREZIONE DIDATTICA - D.D. DI S.GIOVANNI IN PERSICETO","80073330377","BOEE14700V@PEC.ISTRUZIONE.IT",t,"L33",6204
"istsc_boic80500t","ISTITUTO COMPRENSIVO - I.C. DI SAN PIETRO IN CASALE","91153540371","boic80500t@pec.istruzione.it",t,"L33",6339
"istsc_boic80600n","ISTITUTO COMPRENSIVO - I.C. DI PIEVE DI CENTO","91153580377","boic80600n@pec.istruzione.it",t,"L33",5194
"istsc_boic80700d","ISTITUTO COMPRENSIVO - I.C. DI MONTE SAN PIETRO","80074630379","boic80700d@pec.istruzione.it",t,"L33",4251
"istsc_boic808009","ISTITUTO COMPRENSIVO - I.C. N.1 VIA DE CAROLIS","91153320378","boic808009@pec.istruzione.it",t,"L33",740
"istsc_boic809005","ISTITUTO COMPRENSIVO - I.C. DI BORGO TOSSIGNANO","82003730379","boic809005@pec.istruzione.it",t,"L33",803
"istsc_boic810009","ISTITUTO COMPRENSIVO - I.C. DI CASTELLO DI SERRAVALLE","91171010373","boic810009@pec.istruzione.it",t,"L33",7605
"istsc_boic811005","ISTITUTO COMPRENSIVO - I.C. SALVO D'ACQUISTO","92050240370","boic811005@pec.istruzione.it",t,"L33",2971
"istsc_boic81300r","ISTITUTO COMPRENSIVO - I.C. N.3 LAME","91153370373","boic81300r@pec.istruzione.it",t,"L33",740
"istsc_boic81400l","ISTITUTO COMPRENSIVO - DE AMICIS - ANZOLA EMILIA","91153630370","boic81400l@pec.istruzione.it",t,"L33",265
"istsc_boic81500c","ISTITUTO COMPRENSIVO - I.C. N.4 VIA VERNE","91201090379","boic81500c@pec.istruzione.it",t,"L33",740
"istsc_boic816008","ISTITUTO COMPRENSIVO - I.C. N.5 VIA A.DI VINCENZO","80074210370","boic816008@pec.istruzione.it",t,"L33",740
"istsc_boic817004","ISTITUTO COMPRENSIVO - I.C. N.6 VIA FINELLI","91201270377","boic817004@pec.istruzione.it",t,"L33",740
"istsc_boic81800x","ISTITUTO COMPRENSIVO - I.C. N.7 VIA SCANDELLARA","91201360376","boic81800x@pec.istruzione.it",t,"L33",740
"istsc_boic81900q","ISTITUTO COMPRENSIVO - I.C. 'A.FERRI' SALA BOLOGNESE","91201290375","boic81900q@pec.istruzione.it",t,"L33",6012
"istsc_boic82000x","ISTITUTO COMPRENSIVO - I.C. DI CALDERARA DI RENO","92007840371","boic82000x@pec.istruzione.it",t,"L33",1070
"istsc_boic82200g","ISTITUTO COMPRENSIVO - I.C. DI CASTEL MAGGIORE","91201340378","boic82200g@pec.istruzione.it",t,"L33",1605
"istsc_boic82300b","ISTITUTO COMPRENSIVO GRIZZANA MORANDI","91202070370","boic82300b@pec.istruzione.it",t,"L33",740
"istsc_boic825003","ISTITUTO COMPRENSIVO - I.C. DI MALALBERGO","91202160379","boic825003@pec.istruzione.it",t,"L33",3759
"istsc_boic82600v","ISTITUTO COMPRENSIVO - I.C. DI GRANAROLO DELL'EMILIA","91201540373","boic82600v@pec.istruzione.it",t,"L33",3207
"istsc_boic82700p","ISTITUTO COMPRENSIVO - I.C. DI MINERBIO","91201530374","boic82700p@pec.istruzione.it",t,"L33",4058
"istsc_boic82800e","ISTITUTO COMPRENSIVO - IC DI OZZANO DELL'EMILIA","91201150371","boic82800e@pec.istruzione.it",t,"L33",4847
"istsc_boic82900a","ISTITUTO COMPRENSIVO - I.C. DI RASTIGNANO","91201320370","boic82900a@pec.istruzione.it",t,"L33",5135
"istsc_boic83000e","ISTITUTO COMPRENSIVO - I.C. DI PIANORO","91201220372","boic83000e@pec.istruzione.it",t,"L33",5135
"istsc_boic833002","ISTITUTO COMPRENSIVO - I.C. DI ARGELATO","91200110376","boic833002@pec.istruzione.it",t,"L33",318
"istsc_boic83400t","ISTITUTO COMPRENSIVO - I.C. DI SAN GIORGIO DI PIANO","80074550379","boic83400t@pec.istruzione.it",t,"L33",6181
"istsc_boic83500n","ISTITUTO COMPRENSIVO - I.C. DI BORGONUOVO","91201310371","boic83500n@pec.istruzione.it",t,"L33",6630
"istsc_boic83600d","ISTITUTO COMPRENSIVO - I.C. DI SASSO MARCONI","91201300372","boic83600d@pec.istruzione.it",t,"L33",6630
"istsc_boic837009","ISTITUTO COMPRENSIVO - I.C.SAN BENEDETTO VAL DI SAMBRO","91201680377","boic837009@pec.istruzione.it",t,"L33",6084
"istsc_boic839001","ISTITUTO COMPRENSIVO - I.C. DI MARZABOTTO","91201380374","boic839001@pec.istruzione.it",t,"L33",3885
"istsc_boic840005","ISTITUTO COMPRENSIVO - I.C. DI VERGATO","91201370375","boic840005@pec.istruzione.it",t,"L33",7698
"istsc_boic84200r","ISTITUTO COMPRENSIVO - I.C. N.5 VIA PIRANDELLO - IMOLA","90032170376","boic84200r@pec.istruzione.it",t,"L33",3325
"istsc_boic84300l","ISTITUTO COMPRENSIVO - I.C. N.2 VIA CENNI - IMOLA","82003830377","boic84300l@pec.istruzione.it",t,"L33",3325
"istsc_boic84400c","ISTITUTO COMPRENSIVO - I.C. DOZZA IMOLESE - C.GUELFO","80073590376","boic84400c@pec.istruzione.it",t,"L33",2588
"istsc_boic845008","ISTITUTO COMPRENSIVO - I.C. N.3 VIA GIOBERTI - IMOLA","82003630371","boic845008@pec.istruzione.it",t,"L33",3325
"istsc_boic846004","ISTITUTO COMPRENSIVO - I.C. N.4 VIA GUICCIARDINI-IMOLA","82003970371","boic846004@pec.istruzione.it",t,"L33",3325
"istsc_boic84700x","ISTITUTO COMPRENSIVO - I.C. N.6 VIA VILLA CLELIA-IMOLA","82003770375","boic84700x@pec.istruzione.it",t,"L33",3325
"istsc_boic84900g","ISTITUTO COMPRENSIVO - IC DI MONGHIDORO","91203980379","boic84900g@pec.istruzione.it",t,"L33",4166
"istsc_boic85000q","ISTITUTO COMPRENSIVO - I.C. DI LOIANO","91201440376","boic85000q@pec.istruzione.it",t,"L33",3615
"istsc_boic853007","ISTITUTO COMPRENSIVO - I.C. N.10 VIA A. MORO","91201230371","boic853007@pec.istruzione.it",t,"L33",740
"istsc_boic854003","ISTITUTO COMPRENSIVO - I.C. N.11 VIA BEROALDO","80073510374","boic854003@pec.istruzione.it",t,"L33",740
"istsc_boic85500v","ISTITUTO COMPRENSIVO - I.C. N.12 VIA BARTOLINI","91201110375","boic85500v@pec.istruzione.it",t,"L33",740
"istsc_boic85600p","ISTITUTO COMPRENSIVO - I.C. N.7 VIA VIVALDI - IMOLA","82003750377","boic85600p@pec.istruzione.it",t,"L33",3325
"istsc_boic85800a","ISTITUTO COMPRENSIVO - I.C. N.14 VIA BIANCOLELLI","80072250378","boic85800a@pec.istruzione.it",t,"L33",740
"istsc_boic859006","ISTITUTO COMPRENSIVO - I.C. DI SANT'AGATA BOLOGNESE","80073990378","boic859006@pec.istruzione.it",t,"L33",6434
"istsc_boic86000a","ISTITUTO COMPRENSIVO - I.C. DI CREVALCORE","80072970371","iccrevalcore@legalmail.it",t,"L33",2443
"istsc_boic862002","ISTITUTO COMPRENSIVO - I.C. DI CRESPELLANO","91235100376","boic862002@pec.istruzione.it",t,"L33",7605
"istsc_boic86400n","ISTITUTO COMPRENSIVO - I.C. DI ZOLA PREDOSA","80072450374","boic86400n@pec.istruzione.it",t,"L33",8031
"istsc_boic86500d","ISTITUTO COMPRENSIVO - I.C. DI CASTEL SAN PIETRO TERME","82003690375","boic86500d@pec.istruzione.it",t,"L33",1616
"istsc_boic866009","ISTITUTO COMPRENSIVO - I.C. DI CASTENASO","80073190375","boic866009@pec.istruzione.it",t,"L33",1769
"istsc_boic867005","ISTITUTO COMPRENSIVO - I.C. DI MEDICINA","80071270377","boic867005@pec.istruzione.it",t,"L33",3951
"istsc_boic868001","ISTITUTO COMPRENSIVO - I.C. DI MOLINELLA","80071650370","boic868001@pec.istruzione.it",t,"L33",4111
"istsc_boic86900r","ISTITUTO COMPRENSIVO - I.C. DI BUDRIO","91201420378","boic86900r@pec.istruzione.it",t,"L33",970
"istsc_boic870001","ISTITUTO COMPRENSIVO - I.C. DI S.MATTEO DELLA DECIMA","91234980372","boic870001@pec.istruzione.it",t,"L33",6204
"istsc_boic87100r","ISTITUTO COMPRENSIVO - I.C. SAN GIOVANNI IN PERSICETO","91235430377","boic87100r@pec.istruzione.it",t,"L33",6204
"istsc_boic87200l","ISTITUTO COMPRENSIVO - IC N.15 VIA LOMBARDI","80072570379","boic87200l@pec.istruzione.it",t,"L33",740
"istsc_boic87300c","ISTITUTO COMPRENSIVO - IC.N.16 VICOLO BOLOGNETTI","80074150378","boic87300c@pec.istruzione.it",t,"L33",740
"istsc_boic87600x","ISTITUTO COMPRENSIVO - I.C. N. 17 BOLOGNA","91313540378","boic87600x@pec.istruzione.it",t,"L33",740
"istsc_boic87700q","ISTITUTO COMPRENSIVO - I.C. N. 18 BOLOGNA","80063390373","boic87700q@pec.istruzione.it",t,"L33",740
"istsc_bois00100p","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. MARIA MONTESSORI - L. DA VINCI","80071330379","bois00100p@pec.istruzione.it",t,"L33",5406
"istsc_bois00300a","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. GIORDANO BRUNO","80074410376","bois00300a@pec.istruzione.it",t,"L33",970
"istsc_bois00600t","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S ARRIGO SERPIERI","80013610375","bois00600t@pec.istruzione.it",t,"L33",740
"istsc_bois00700n","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ARCHIMEDE","80073690374","bois00700n@pec.istruzione.it",t,"L33",6204
"istsc_BOIS00800D","ISTITUTO SUPERIORE - I.I.S.  J.M. KEYNES","92001280376","BOIS00800D@pec.istruzione.it",t,"L33",1605
"istsc_bois009009","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. CADUTI DELLA DIRETTISSIMA","92004610371","bois009009@pec.istruzione.it",t,"L33",1780
"istsc_bois012005","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. PAOLINI - CASSIANO DA IMOLA","90032210370","bois012005@pec.istruzione.it",t,"L33",3325
"istsc_bois01400r","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. F. ALBERGHETTI","02103431207","bois01400r@pec.istruzione.it",t,"L33",3325
"istsc_bois01600c","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S MANFREDI - TANARI","91200880374","bois01600c@pec.istruzione.it",t,"L33",740
"istsc_bois017008","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S. ENRICO MATTEI","92004600372","bois017008@pec.istruzione.it",t,"L33",6228
